time, x0, y0, x1, y1...
2.7396652698516846, 20.0, 20.0
3.2492995262145996, 20.0, 20.0
3.7120606899261475, 20.0, 20.0
4.238649845123291, 20.0, 20.0
4.709389925003052, 20.0, 20.0
5.228000640869141, 20.0, 20.0
5.710709095001221, 20.0, 20.0
6.21934700012207, 20.0, 20.0
6.706043243408203, 20.0, 20.0
7.236622333526611, 20.0, 20.0
7.726311206817627, 20.0, 20.0
8.221983194351196, 20.0, 20.0
13.694331645965576, 20.0, 20.0
14.191000938415527, 20.0, 20.0
14.731553316116333, 20.0, 20.0
15.227226257324219, 20.0, 20.0
15.729882955551147, 20.0, 20.0
17.686641454696655, 20.0, 20.0
17.907050848007202, 20.0, 20.0
18.203259468078613, 20.0, 20.0
18.688957452774048, 20.0, 20.0
19.206571340560913, 20.0, 20.0
19.712217330932617, 20.0, 20.0
20.223848342895508, 20.0, 20.0
20.703563451766968, 20.0, 20.0
21.210206985473633, 20.0, 20.0
21.69889807701111, 20.0, 20.0
22.223492860794067, 20.0, 20.0
23.007394313812256, 20.0, 20.0
23.77633500099182, 20.0, 20.0
24.214163064956665, 20.0, 20.0
